Pipeline created from /mnt/ufs18/home-119/llorente/blk/projection_movie.pipe
Runtime: 0:00:00.011472
Cache set to : /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache
  Segment  Name                         Hashcode                          Dependencies                 Save Action    Always run    Output File
        1  static_projection[113]       789e05efa92e7787eeaf7b42691a5ea6  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/789e05efa92e7787eeaf7b42691a5ea6
        1  static_projection[114]       891e736ea7840a52d5177f830a3c443b  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/891e736ea7840a52d5177f830a3c443b
        1  static_projection[115]       00581717958605dc762c62add9dc9083  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/00581717958605dc762c62add9dc9083
        1  static_projection[116]       68aa0ef5d3c3cfe28051dfa23a59e995  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/68aa0ef5d3c3cfe28051dfa23a59e995
        1  static_projection[117]       b24ebfe4745fcb32cb9d5c261ecf98ac  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/b24ebfe4745fcb32cb9d5c261ecf98ac
        1  static_projection[118]       6b4801dc4c18d6da83f64e333c8b02d7  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/6b4801dc4c18d6da83f64e333c8b02d7
        1  static_projection[119]       353f81d582475461325bca063f20f142  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/353f81d582475461325bca063f20f142
        1  static_projection[120]       b755de2d93f07cd5c83096f190c41453  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/b755de2d93f07cd5c83096f190c41453
        1  static_projection[121]       3f63d17cfc14af02f13abdaaa384baf3  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/3f63d17cfc14af02f13abdaaa384baf3
        1  static_projection[122]       1d939ee98876c0ab9dbfd58a07b513bc  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/1d939ee98876c0ab9dbfd58a07b513bc
        1  static_projection[123]       853355331c2aaf9193a905c19a3bc4a9  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/853355331c2aaf9193a905c19a3bc4a9
        1  static_projection[124]       96db058e899f4856e38a41ae63b13568  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/96db058e899f4856e38a41ae63b13568
        1  static_projection[125]       8fd676ada8e2cdd0743b445c3378c6f7  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/8fd676ada8e2cdd0743b445c3378c6f7
        1  static_projection[126]       40a4d1ab26ec2e6b095eedd01d3e1744  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/40a4d1ab26ec2e6b095eedd01d3e1744
        1  static_projection[127]       3fdd10ed652c46dfc1eef0799d57270a  None                         auto           False         /mnt/gs21/scratch/llorente/halo_4954_lowres/fiducial_run/cache/3fdd10ed652c46dfc1eef0799d57270a
